club_team,division,first_name,last_name,player_slug
dig,open,Noah,Backer,noah-backer
dig,open,Raymond,Tetreault,raymond-tetreault
dig,open,Ethan,Fortin,ethan-fortin
dig,open,Solomon,Rueschemeyer-Bailey,solomon-rueschemeyer-bailey
dig,open,Tyler,Chan,tyler-chan
dig,open,Peter,Boerth,peter-boerth
dig,open,Brendan,McCann,brendan-mccann
dig,open,Turner,Allen,turner-allen
dig,open,Reed,Browning,reed-browning
dig,open,Eli,Standard,eli-standard
dig,open,Jac,Carreiro,jac-carreiro
dig,open,Cole,Davis-Brand,cole-davis-brand
dig,open,Louis,DouvilleBeaudoin,louis-douville-beaudoin
dig,open,Nathaniel,Dick,nathaniel-dick
dig,open,Orion,Cable,orion-cable
dig,open,Gustav,Haflin,gustav-haflin
dig,open,Ben,Sadok,ben-sadok
dig,open,Caelan,McSweeney,caelan-mcsweeney
dig,open,Leo,Gordon,leo-gordon
dig,open,Topher,Davis,topher-davis
dig,open,Mac,Hecht,mac-hecht
dig,open,Oscar,Graff,oscar-graff
dig,open,Josh,Markette,josh-markette
mephisto,open,Charles,Guay,charles-guay
mephisto,open,Melvyn,Brichet,melvyn-brichet
mephisto,open,Julien,Sénéchal,julien-snchal
mephisto,open,Paul,Hooley,paul-hooley
mephisto,open,William,St-Pierre,william-st-pierre
mephisto,open,Thomas,Lalonde-Landry,thomas-lalonde-landry
mephisto,open,Raphael,Salvas,raphael-salvas
mephisto,open,Vincent,Genest,vincent-genest
mephisto,open,Samuel,Warrick,samuel-warrick
mephisto,open,Felix,Leonard,felix-leonard
mephisto,open,Julien,Bernat,julien-bernat
mephisto,open,Ywan,Cohonner,ywan-cohonner
mephisto,open,Raphaël,Lalonde-Landry,raphal-lalonde-landry
mephisto,open,Philippe,LeBourdais,philippe-le-bourdais
mephisto,open,Thomas,Dubois,thomas-dubois
mephisto,open,Eliott,Heloir,eliott-heloir
mephisto,open,Antoine,Rousseau,antoine-rousseau
mephisto,open,Christophe,TremblayJoncas,christophe-tremblay-joncas
mephisto,open,Thomas,Duplaix,thomas-duplaix
mephisto,open,Félix-Antoine,Daigle,flix-antoine-daigle
mephisto,open,Liam,McKeown,liam-mckeown
mephisto,open,Kevin,Quinlan,kevin-quinlan
mephisto,open,Dylan,LacombeBurgoyne,dylan-lacombe-burgoyne
colt,open,Adam,D'Antonio,adam-dantonio
colt,open,Chris,Enderby,chris-enderby
colt,open,Remy,Gaulin,remy-gaulin
colt,open,Joseph,Dwork,joseph-dwork
colt,open,James,Tibolla,james-tibolla
colt,open,James,Beckman,james-beckman
colt,open,David,Sands,david-sands
colt,open,Clayton,Duffy,clayton-duffy
colt,open,Eamon,Conneely,eamon-conneely
colt,open,Daniel,Manger,daniel-manger
colt,open,Ian,Kreciglowa,ian-kreciglowa
colt,open,Eviatar,Ashkenazi,eviatar-ashkenazi
colt,open,Andong,Li,andong-li
colt,open,Jeremy,Bernier,jeremy-bernier
colt,open,Nathan,Getz,nathan-getz
colt,open,Daniel,Conner,daniel-conner
colt,open,Justin,Badgett,justin-badgett
colt,open,Zac,Sequeira,zac-sequeira
colt,open,Noah,Schulman,noah-schulman
colt,open,Dong,Lam,dong-lam
colt,open,Philip,Murray,philip-murray
colt,open,Jason,Ellis,jason-ellis
colt,open,Brent,Anderson,brent-anderson
colt,open,Holland,Florian,holland-florian
colt,open,Jacob,Latronica,jacob-latronica
colt,open,Matthew,Kearney,matthew-kearney
shade,open,John,Nguyen,john-nguyen
shade,open,Alan,Henzy,alan-henzy
shade,open,Kaizen,Conroy,kaizen-conroy
shade,open,Brandon,Shaw,brandon-shaw
shade,open,Harper,Stanfield,harper-stanfield
shade,open,Hakeem,Adeyemi,hakeem-adeyemi
shade,open,Jasper,Beardslee,jasper-beardslee
shade,open,Charlie,Holtz,charlie-holtz
shade,open,Jacob,Price,jacob-price
shade,open,Azeez,Adeyemi,azeez-adeyemi
shade,open,James,Pardo,james-pardo
shade,open,Paul,Anouna,paul-anouna
shade,open,Eric,Tagliaferre,eric-tagliaferre
shade,open,Otto,Gomez,otto-gomez
shade,open,Albert,Lee,albert-lee
shade,open,Benjamin,Toruño,benjamin-toruo
shade,open,Eric,Moore,eric-moore
shade,open,Oliver,Stordahl,oliver-stordahl
shade,open,Jack,Rogot,jack-rogot
shade,open,Nick,Maida,nick-maida
shade,open,Elias,Griffin,elias-griffin
shade,open,Alon,Brown,alon-brown
shade,open,Andrew,Rodman,andrew-rodman
shade,open,Ryan,Brown,ryan-brown
shade,open,Jacob,Coonin,jacob-coonin
shade,open,Chris,Nelson,chris-nelson
goat,open,Akifumi,Muraoka,akifumi-muraoka
goat,open,Ferdia,Rogers,ferdia-rogers
goat,open,Andrew,Carroll,andrew-carroll
goat,open,Matt,O'Brien,matt-obrien
goat,open,Ty,Barbieri,ty-barbieri
goat,open,Jason,Lam,jason-lam
goat,open,Michael,MacKenzie,michael-mackenzie
goat,open,Jaret,Meron,jaret-meron
goat,open,Jonathan,(JJ)Edwards,jonathan-jj-edwards
goat,open,Remi,Ojo,remi-ojo
goat,open,Iain,MacKenzie,iain-mackenzie
goat,open,Marijo,Zlatic,marijo-zlatic
goat,open,Luc,Comire,luc-comire
goat,open,Ryan,Poloz,ryan-poloz
goat,open,Geoffrey,Powell,geoffrey-powell
goat,open,Sacha,Poitte-Sokolsky,sacha-poitte-sokolsky
goat,open,Philip,Turner,philip-turner
goat,open,Samuel,Lewis,samuel-lewis
goat,open,Keith,McRae,keith-mcrae
goat,open,Andrew,Ouchterlony,andrew-ouchterlony
goat,open,Kevin,Jay,kevin-jay
goat,open,James,Lewis,james-lewis
goat,open,Adam,O'Donnell,adam-odonnell
goat,open,Gaël,Ancelin,gal-ancelin
goat,open,Jason,Huynh,jason-huynh
goat,open,Adam,Turcotte,adam-turcotte
blueprint,open,Carter,Wang,carter-wang
blueprint,open,Christopher,Bond,christopher-bond
blueprint,open,Dillon,Cooke,dillon-cooke
blueprint,open,Evan,Ma,evan-ma
blueprint,open,Jeffrey,Voss,jeffrey-voss
blueprint,open,Jesse,Gan,jesse-gan
blueprint,open,John,Kern,john-kern
blueprint,open,Johnny,Frohlichstein,johnny-frohlichstein
blueprint,open,Max,Cohen,max-cohen
blueprint,open,Noam,Fisherman,noam-fisherman
blueprint,open,Owen,Marschall,owen-marschall
blueprint,open,Ruozhou,Ye,ruozhou-ye
blueprint,open,Samuel,Pollack,samuel-pollack
blueprint,open,Samuel,Ross,samuel-ross
blueprint,open,Sam,Alston,sam-alston
blueprint,open,Jordan,Richmond,jordan-richmond
blueprint,open,Walter,Roosa,walter-roosa
blueprint,open,Andrew,Edelman,andrew-edelman
blueprint,open,Patrick,Stegemoeller,patrick-stegemoeller
blueprint,open,Daniel,Meiland,daniel-meiland
blueprint,open,Joseph,Copeland,joseph-copeland
blueprint,open,Jacob,Cowan,jacob-cowan
blueprint,open,Drew,Schnaudigel,drew-schnaudigel
blueprint,open,Ray,Ye,ray-ye
blueprint,open,Gary,Delia,gary-delia
blueprint,open,Garrett,Wibbelsman,garrett-wibbelsman
red circus,open,Breton,McPhee,breton-mcphee
red circus,open,Devon,Asemota,devon-asemota
red circus,open,Ben,Wortman,ben-wortman
red circus,open,Joey,Njeim,joey-njeim
red circus,open,John,Walsh,john-walsh
red circus,open,Kyle,Chapman,kyle-chapman
red circus,open,Liam,Archibald,liam-archibald
red circus,open,Ryan,Molin,ryan-molin
red circus,open,Dylan,MacDonald,dylan-macdonald
red circus,open,Oliver,Porter,oliver-porter
red circus,open,Grant,MacDonald,grant-macdonald
red circus,open,Martin,James,martin-james
red circus,open,Greer,Hunt,greer-hunt
red circus,open,Tyler,Smith,tyler-smith
red circus,open,Joshua,Turner,joshua-turner
red circus,open,Luke,Dyer,luke-dyer
red circus,open,Brent,Wallace,brent-wallace
red circus,open,James,McKenna,james-mckenna
red circus,open,Will,Dickson,will-dickson
red circus,open,Travis,Foster,travis-foster
red circus,open,Hannes,Becker,hannes-becker
red circus,open,Garrett,Jung,garrett-jung
red circus,open,Scott,Hansen,scott-hansen
red circus,open,Andrew,Johnston,andrew-johnston
alibi,open,Adam,Kohn,adam-kohn
alibi,open,Alec,Myers,alec-myers
alibi,open,Ben,Kleinman,ben-kleinman
alibi,open,Benjamin,Tandlmayer,benjamin-tandlmayer
alibi,open,Caleb,Bashant,caleb-bashant
alibi,open,Connor,Braddock,connor-braddock
alibi,open,Devin,Hendricks,devin-hendricks
alibi,open,Griffin,Malcolm,griffin-malcolm
alibi,open,Jared,Gregorek,jared-gregorek
alibi,open,John,Angerame,john-angerame
alibi,open,Josh,Bates,josh-bates
alibi,open,Joshua,Glick,joshua-glick
alibi,open,Kevin,Roux,kevin-roux
alibi,open,Logan,Stone,logan-stone
alibi,open,Matt,Smith,matt-smith
alibi,open,Matthew,Lustbader,matthew-lustbader
alibi,open,Mitchell,McDonald,mitchell-mcdonald
alibi,open,Nate,Belluche,nate-belluche
alibi,open,Thomas,Horvath,thomas-horvath
alibi,open,Thomas,Danz,thomas-danz
alibi,open,Tyler,Sprague,tyler-sprague
alibi,open,Vincent,Manolis,vincent-manolis
alibi,open,William,VasollJr.,william-vasoll-jr
alibi,open,Xavier,Ortiz-Reyes,xavier-ortiz-reyes
alibi,open,Jacob,Grabois,jacob-grabois
alibi,open,Matthew,Stuts,matthew-stuts
phoenix,open,Brandon,Adibe,brandon-adibe
phoenix,open,Eric,Zhuang,eric-zhuang
phoenix,open,Martin,Gallant,martin-gallant
phoenix,open,Mike,Lee,mike-lee
phoenix,open,Nick,Boucher,nick-boucher
phoenix,open,Paul,Mensah,paul-mensah
phoenix,open,Ryan,Wallace,ryan-wallace
phoenix,open,Samuel,Dupont-Gratton,samuel-dupont-gratton
phoenix,open,Samuel,Tremblay-Larochelle,samuel-tremblay-larochelle
phoenix,open,Kayle,Campbell,kayle-campbell
phoenix,open,Thomas,Stanton,thomas-stanton
phoenix,open,Alec,Arsenault,alec-arsenault
phoenix,open,David,Colic,david-colic
phoenix,open,Geoff,Bevan,geoff-bevan
phoenix,open,Simon,Walker,simon-walker
phoenix,open,Marcus,Bordage,marcus-bordage
phoenix,open,Liam,Daigeler,liam-daigeler
phoenix,open,Desmond,Staples,desmond-staples
phoenix,open,Carson,Turner,carson-turner
phoenix,open,Greg,Ellis,greg-ellis
phoenix,open,Jonah,Munoz,jonah-munoz
phoenix,open,Ben,Simmonds,ben-simmonds
phoenix,open,Ian,Wallace,ian-wallace
phoenix,open,Cameron,Kennedy,cameron-kennedy
phoenix,open,Logan,Keillor,logan-keillor
phoenix,open,Patrick,Mapp,patrick-mapp
scoop,open,Jerry,Wang,jerry-wang
scoop,open,Benjamin,Kass-Mullet,benjamin-kass-mullet
scoop,open,Kristof,Rohaly-Medved,kristof-rohaly-medved
scoop,open,Cory,McCormack,cory-mccormack
scoop,open,Matthew,Orr,matthew-orr
scoop,open,Ben,Chamis,ben-chamis
scoop,open,Luca,Duclos-Orsello,luca-duclos-orsello
scoop,open,Mark,Donohue,mark-donohue
scoop,open,Jackson,McGuinness,jackson-mcguinness
scoop,open,Eric,Impink,eric-impink
scoop,open,Owen,Cordes,owen-cordes
scoop,open,Dallon,Archibald,dallon-archibald
scoop,open,David,Pinto,david-pinto
scoop,open,Ethan,Wang,ethan-wang
scoop,open,Calvin,Wicks,calvin-wicks
scoop,open,Colin,Sunde,colin-sunde
scoop,open,Dan,Goldstein,dan-goldstein
scoop,open,Henry,Laseter,henry-laseter
scoop,open,Eli,Chang,eli-chang
scoop,open,Griffin,Gee,griffin-gee
scoop,open,Joseph,Michaud,joseph-michaud
sprout,open,Calan,Kirkpatrick,calan-kirkpatrick
sprout,open,Carter,Hawkins,carter-hawkins
sprout,open,Casey,Thornton,casey-thornton
sprout,open,Griffin,Yas,griffin-yas
sprout,open,Isaac,Kaplan,isaac-kaplan
sprout,open,Luca,Harwood,luca-harwood
sprout,open,Matthew,Xia,matthew-xia
sprout,open,Taylor,Hanson,taylor-hanson
sprout,open,Will,Christian,will-christian
sprout,open,Zachary,Burpee,zachary-burpee
sprout,open,Gavin,Abrahamsson,gavin-abrahamsson
sprout,open,Daniel,Kang,daniel-kang
sprout,open,Dillon,Monti,dillon-monti
sprout,open,Rustin,Ingold-Smith,rustin-ingold-smith
sprout,open,Alex,Evangelides,alex-evangelides
sprout,open,James,Cairn,james-cairn
sprout,open,Sam,Green,sam-green
sprout,open,Ben,Ayres,ben-ayres
sprout,open,Lyle,Berkley,lyle-berkley
sprout,open,William,Thornton,william-thornton
sprout,open,Noel,Sierra,noel-sierra
sprout,open,Liam,Gallinagh,liam-gallinagh
sprout,open,Caleb,Seamon,caleb-seamon
sprout,open,Nima,Lhamo,nima-lhamo
sprout,open,Chris,Bartoli,chris-bartoli
sprout,open,Geir,Hartl,geir-hartl
mystery box,open,Aaron,Berger,aaron-berger
mystery box,open,Alex,Kapinos,alex-kapinos
mystery box,open,Anders,Olsen,anders-olsen
mystery box,open,Carter,Thallon,carter-thallon
mystery box,open,Charles,Weinberg,charles-weinberg
mystery box,open,Eric,Shaw,eric-shaw
mystery box,open,John,Lithio,john-lithio
mystery box,open,Julian,Li,julian-li
mystery box,open,Nicholas,Thompson,nicholas-thompson
mystery box,open,Ram,Sundaram,ram-sundaram
mystery box,open,Reuben,Philip,reuben-philip
mystery box,open,Seth,Fortin,seth-fortin
mystery box,open,Jacob,Taylor,jacob-taylor
mystery box,open,Angelo,Olcese,angelo-olcese
mystery box,open,Zadoc,Gee,zadoc-gee
mystery box,open,Jason,(Jay)Clark,jason-jay-clark
mystery box,open,Connor,Fortin,connor-fortin
mystery box,open,Nick,Patel,nick-patel
mystery box,open,Jason,Tapper,jason-tapper
mystery box,open,Braden,Eberhard,braden-eberhard
mystery box,open,Camen,Piho,camen-piho
mystery box,open,Connor,Boyle,connor-boyle
mystery box,open,Elijah,Shell,elijah-shell
mystery box,open,Caleb,Moran,caleb-moran
mystery box,open,David,O'Dea,david-odea
mystery box,open,Henry,Egan,henry-egan
xist,mixed,Natalia,DeJesus,natalia-de-jesus
xist,mixed,Abagael,Cheng,abagael-cheng
xist,mixed,Ryan,Drost,ryan-drost
xist,mixed,Luisa,MariaNeves,luisa-maria-neves
xist,mixed,Michael,Drost,michael-drost
xist,mixed,Tricia,Smit,tricia-smit
xist,mixed,Nina,Finley,nina-finley
xist,mixed,Matthew,Lemar,matthew-lemar
xist,mixed,Elias,Levey-Swain,elias-levey-swain
xist,mixed,Oliver,Chartock,oliver-chartock
xist,mixed,Eliot,Bemis,eliot-bemis
xist,mixed,Anne,Worth,anne-worth
xist,mixed,Jolie,Krebs,jolie-krebs
xist,mixed,Cara,Sieber,cara-sieber
xist,mixed,Griffin,Kao,griffin-kao
xist,mixed,Oscar,Kohut,oscar-kohut
xist,mixed,Josue,Alorro,josue-alorro
xist,mixed,Matt,Wiener,matt-wiener
xist,mixed,Daniel,Thornton,daniel-thornton
xist,mixed,Colton,Doering,colton-doering
xist,mixed,Benjamin,Levy,benjamin-levy
xist,mixed,Leila,Denniston,leila-denniston
xist,mixed,Janine,Hlavaty,janine-hlavaty
xist,mixed,Sam,Harris,sam-harris
xist,mixed,Hannah,Garfield,hannah-garfield
xist,mixed,Nicole,Hair,nicole-hair
deadweight,mixed,Abigail,Baer,abigail-baer
deadweight,mixed,Alex,Grande,alex-grande
deadweight,mixed,Barb,Banz,barb-banz
deadweight,mixed,Ben,Chaimberg,ben-chaimberg
deadweight,mixed,Bobby,Elston,bobby-elston
deadweight,mixed,Bryan,Bausinger,bryan-bausinger
deadweight,mixed,Carl,Lasker,carl-lasker
deadweight,mixed,Celina,Daigle,celina-daigle
deadweight,mixed,Christopher,Cox,christopher-cox
deadweight,mixed,Colin,Dunn,colin-dunn
deadweight,mixed,Ellie,Mamantov,ellie-mamantov
deadweight,mixed,Ellie,Jose,ellie-jose
deadweight,mixed,Iris,Lam,iris-lam
deadweight,mixed,Jonathan,Figueroa,jonathan-figueroa
deadweight,mixed,Kayla,Olson,kayla-olson
deadweight,mixed,Nadya,Ponthempilly,nadya-ponthempilly
deadweight,mixed,Savannah,Kandigian,savannah-kandigian
deadweight,mixed,Sophia,DeLuca,sophia-deluca
deadweight,mixed,Aidan,Wolff-King,aidan-wolff-king
deadweight,mixed,Ricky,Lewandowski,ricky-lewandowski
deadweight,mixed,John,Clyde,john-clyde
deadweight,mixed,Caitlyn,Hauswirth,caitlyn-hauswirth
deadweight,mixed,Katherine,Overstrum,katherine-overstrum
deadweight,mixed,Ryan,Strobel,ryan-strobel
deadweight,mixed,Kenny,Harvey,kenny-harvey
deadweight,mixed,Alouette,Batteau,alouette-batteau
grand army,mixed,Connor,Chin,connor-chin
grand army,mixed,Ella,Park-Chan,ella-park-chan
grand army,mixed,Jae,Lee,jae-lee
grand army,mixed,Jimmy,Wang,jimmy-wang
grand army,mixed,John,Watters,john-watters
grand army,mixed,Kayla,Seeger,kayla-seeger
grand army,mixed,Lily,Gould,lily-gould
grand army,mixed,Henry,Zhang,henry-zhang
grand army,mixed,Ivy,Tsang,ivy-tsang
grand army,mixed,Ruthie,Tabatchnick,ruthie-tabatchnick
grand army,mixed,Tiffany,Tai,tiffany-tai
grand army,mixed,Tomaso,Mukai,tomaso-mukai
grand army,mixed,Emily,Wang,emily-wang
grand army,mixed,Dena,Behar,dena-behar
grand army,mixed,Stephenie,Wang,stephenie-wang
grand army,mixed,Mei,Reffsin,mei-reffsin
grand army,mixed,Antonio,Brewer,antonio-brewer
grand army,mixed,Casey,Banta-Ryan,casey-banta-ryan
grand army,mixed,Jack,McGovern,jack-mcgovern
grand army,mixed,TJ,Dingco,tj-dingco
grand army,mixed,Alex,Rafkin,alex-rafkin
grand army,mixed,David,Chen,david-chen
grand army,mixed,Peter,Luo,peter-luo
grand army,mixed,Emma,Chin,emma-chin
slow,mixed,Dory,Ziperstein,dory-ziperstein
slow,mixed,Jon,Cox,jon-cox
slow,mixed,Ryan,Woodhouse,ryan-woodhouse
slow,mixed,Chloe,Rowse,chloe-rowse
slow,mixed,Ryan,Turner,ryan-turner
slow,mixed,Judah,Newman,judah-newman
slow,mixed,Langston,Lee,langston-lee
slow,mixed,Hannah,Baranes,hannah-baranes
slow,mixed,Caitlin,Fitzgerald,caitlin-fitzgerald
slow,mixed,Erin,Rea,erin-rea
slow,mixed,Kelsey,Devlin,kelsey-devlin
slow,mixed,Olivia,Hampton,olivia-hampton
slow,mixed,Zach,Wolfe,zach-wolfe
slow,mixed,Ben,Field,ben-field
slow,mixed,Elana,Schwam,elana-schwam
slow,mixed,Carl,FrederikBrasz,carl-frederik-brasz
slow,mixed,Hannah,Henkin,hannah-henkin
slow,mixed,Sarah,Jeung,sarah-jeung
slow,mixed,Amy,Stoddard,amy-stoddard
slow,mixed,Alexander,Trahey,alexander-trahey
slow,mixed,Ryan,Cardinal,ryan-cardinal
slow,mixed,Amber,Sinicrope,amber-sinicrope
slow,mixed,Davis,Whitehead,davis-whitehead
slow,mixed,Edward,Tu,edward-tu
slow,mixed,Lucas,Lytel,lucas-lytel
slow,mixed,Emma,Palacio,emma-palacio
funk,mixed,Briana,Chanowitz,briana-chanowitz
funk,mixed,Cheyenne,Mallo,cheyenne-mallo
funk,mixed,Christopher,Losapio,christopher-losapio
funk,mixed,Dan,McCune,dan-mccune
funk,mixed,Diane,Turner,diane-turner
funk,mixed,Jake,Murray,jake-murray
funk,mixed,Lucas,Murphy,lucas-murphy
funk,mixed,Allison,Case,allison-case
funk,mixed,Ava,Harnick,ava-harnick
funk,mixed,Melissa,Torchio,melissa-torchio
funk,mixed,Hannah,Chang,hannah-chang
funk,mixed,Emily,Mildner,emily-mildner
funk,mixed,Flynn,McCarthy,flynn-mccarthy
funk,mixed,Robert,(Bobby)Owens,robert-bobby-owens
funk,mixed,Jasper,Smith,jasper-smith
funk,mixed,Rebecca,Tucker,rebecca-tucker
funk,mixed,Joseph,Ouellette,joseph-ouellette
funk,mixed,Matthew,Keegan,matthew-keegan
funk,mixed,Liam,McCarthy,liam-mccarthy
funk,mixed,Arianna,Edwards,arianna-edwards
funk,mixed,Faith,Summers,faith-summers
funk,mixed,Jordan,Acker,jordan-acker
funk,mixed,Matthew,Bartell,matthew-bartell
funk,mixed,David,Leibert,david-leibert
funk,mixed,Jessica,Jolley,jessica-jolley
funk,mixed,Lindsay,Ork,lindsay-ork
lax-senior,mixed,Chuck,Cantone,chuck-cantone
lax-senior,mixed,Cloé,Riel,clo-riel
lax-senior,mixed,Geneviève,Richard,genevive-richard
lax-senior,mixed,Janick,St-Cyr,janick-st-cyr
lax-senior,mixed,Francoise,Delisle,francoise-delisle
lax-senior,mixed,Simon,Charette,simon-charette
lax-senior,mixed,Steve,Bonneau,steve-bonneau
lax-senior,mixed,Thomas,Faber,thomas-faber
lax-senior,mixed,Jean-Levy,Champagne,jean-levy-champagne
lax-senior,mixed,Julie,Landry,julie-landry
lax-senior,mixed,Gabriel,Monfette,gabriel-monfette
lax-senior,mixed,Eric,Preseault,eric-preseault
lax-senior,mixed,Julie,Tremblay,julie-tremblay
lax-senior,mixed,Dany,Cote,dany-cote
lax-senior,mixed,Caroline,Cadotte,caroline-cadotte
lax-senior,mixed,Marie-Eve,Robert,marie-eve-robert
lax-senior,mixed,Christian,Mathieu,christian-mathieu
heat wave,mixed,Alex,Hu,alex-hu
heat wave,mixed,Alex,Becker,alex-becker
heat wave,mixed,Anna,Lieberman,anna-lieberman
heat wave,mixed,Becky,Chen,becky-chen
heat wave,mixed,Caitlin,Toner,caitlin-toner
heat wave,mixed,Christina,Secor,christina-secor
heat wave,mixed,Elissa,Picozzi,elissa-picozzi
heat wave,mixed,Kevin,Ludwig,kevin-ludwig
heat wave,mixed,Kyle,Chylinski,kyle-chylinski
heat wave,mixed,Kylie,Sterling,kylie-sterling
heat wave,mixed,Miriam,Nielsen,miriam-nielsen
heat wave,mixed,Renee,Heller,renee-heller
heat wave,mixed,Samuel,Feder,samuel-feder
heat wave,mixed,Tia,Esposito,tia-esposito
heat wave,mixed,Zoe,Zhu,zoe-zhu
heat wave,mixed,Bernard,Wang,bernard-wang
heat wave,mixed,Tessa,Jones,tessa-jones
heat wave,mixed,Ethan,Lieman,ethan-lieman
heat wave,mixed,Cullen,MacDowell,cullen-macdowell
heat wave,mixed,Robert,Hsu,robert-hsu
heat wave,mixed,Emily,Verticchio,emily-verticchio
heat wave,mixed,Cameron,Barth,cameron-barth
heat wave,mixed,Brendan,Chin,brendan-chin
heat wave,mixed,Jonathan,Chylinski,jonathan-chylinski
heat wave,mixed,Justin,Thomas,justin-thomas
heat wave,mixed,Ian,Foley,ian-foley
bfg,mixed,Jason,Yun,jason-yun
bfg,mixed,Kimberly,Schlesinger,kimberly-schlesinger
bfg,mixed,Jennifer,Ricaurte,jennifer-ricaurte
bfg,mixed,Reid,Koss,reid-koss
bfg,mixed,Kaitlynne,Roling,kaitlynne-roling
bfg,mixed,Mohammud,Tilmo,mohammud-tilmo
bfg,mixed,Eliana,Moskovitz,eliana-moskovitz
bfg,mixed,Samantha,Rodenberg,samantha-rodenberg
bfg,mixed,Thomas,Li,thomas-li
bfg,mixed,Conor,Belfield,conor-belfield
bfg,mixed,Derek,Mourad,derek-mourad
bfg,mixed,Alexa,Kirkland,alexa-kirkland
bfg,mixed,Jack,Verzuh,jack-verzuh
bfg,mixed,Linnea,Soo,linnea-soo
bfg,mixed,Cheryl,Hsu,cheryl-hsu
bfg,mixed,Tommy,Lin,tommy-lin
bfg,mixed,Jeffrey,Pape,jeffrey-pape
bfg,mixed,Leah,Bar-OnSimmons,leah-bar-on-simmons
bfg,mixed,Sam,Pickel,sam-pickel
bfg,mixed,Sarah,Benditt,sarah-benditt
bfg,mixed,Alissa,Soo,alissa-soo
bfg,mixed,AnnaMaria,Pape,annamaria-pape
bfg,mixed,Sam,Harkness,sam-harkness
bfg,mixed,Crystal,Koo,crystal-koo
bfg,mixed,Linh,Hoang,linh-hoang
bfg,mixed,Jamie,Kauffman,jamie-kauffman
bullet train,mixed,Abbey,Estrada,abbey-estrada
bullet train,mixed,Devon,Chapman,devon-chapman
bullet train,mixed,Hannah,DeVault,hannah-devault
bullet train,mixed,Madeline,Goss,madeline-goss
bullet train,mixed,Manish,Tulzapur,manish-tulzapur
bullet train,mixed,Megan,Baunsgard,megan-baunsgard
bullet train,mixed,Melinda,Ding,melinda-ding
bullet train,mixed,Ryan,Shin,ryan-shin
bullet train,mixed,Sarah,Teichman,sarah-teichman
bullet train,mixed,Vincent,Chase,vincent-chase
bullet train,mixed,Xin,Shu,xin-shu
bullet train,mixed,Yonatan,Tadesse,yonatan-tadesse
bullet train,mixed,Janelle,Heinig,janelle-heinig
bullet train,mixed,Brian,Wandrei,brian-wandrei
bullet train,mixed,Allen,Rishel,allen-rishel
bullet train,mixed,Jack,Baba,jack-baba
bullet train,mixed,Chris,Roach,chris-roach
bullet train,mixed,Caitlin,Durston,caitlin-durston
bullet train,mixed,Jake,Dunoyer,jake-dunoyer
bullet train,mixed,Daniel,Boynton,daniel-boynton
bullet train,mixed,Chauncey,Holland,chauncey-holland
bullet train,mixed,Louie,Bertoncin,louie-bertoncin
bullet train,mixed,Ziqi,Zhao,ziqi-zhao
pegasus,mixed,Adam,Elder,adam-elder
pegasus,mixed,Anya,Meleshuk,anya-meleshuk
pegasus,mixed,Caroline,Passalacqua,caroline-passalacqua
pegasus,mixed,Eric,Huynh,eric-huynh
pegasus,mixed,Erica,Stamboulian,erica-stamboulian
pegasus,mixed,Jason,Dick,jason-dick
pegasus,mixed,Jordan,Listo,jordan-listo
pegasus,mixed,Kyra,Wortley,kyra-wortley
pegasus,mixed,Livia,Amorosi,livia-amorosi
pegasus,mixed,Meghan,Gannon,meghan-gannon
pegasus,mixed,Nathan,Yeazel,nathan-yeazel
pegasus,mixed,Nathan,Narita,nathan-narita
pegasus,mixed,Peter,Frost,peter-frost
pegasus,mixed,Samuel,Stearns,samuel-stearns
pegasus,mixed,Suji,Kim,suji-kim
pegasus,mixed,Zifei,Feng,zifei-feng
pegasus,mixed,Benjamin,Ostman,benjamin-ostman
pegasus,mixed,Jacqueline,Chipkin,jacqueline-chipkin
pegasus,mixed,Courtney,Cash,courtney-cash
pegasus,mixed,Knox,Borges,knox-borges
pegasus,mixed,Goda,Tarcijonas,goda-tarcijonas
pegasus,mixed,Marlie,Somers,marlie-somers
pegasus,mixed,Jason,Angell,jason-angell
pegasus,mixed,Kamal,Raslan,kamal-raslan
pegasus,mixed,Lauren,Pichard,lauren-pichard
pegasus,mixed,Connor,Dougherty,connor-dougherty
hive,mixed,SJ,Kim,sj-kim
red flag,mixed,Connie,Xiong,connie-xiong
red flag,mixed,Edward,Guo,edward-guo
red flag,mixed,Koji,Suzuki,koji-suzuki
red flag,mixed,William,Vu,william-vu
red flag,mixed,Katie,Wong,katie-wong
red flag,mixed,Brayden,Gee,brayden-gee
red flag,mixed,Filip,Kragl,filip-kragl
red flag,mixed,Justin,Podnar,justin-podnar
red flag,mixed,Julia,Zhou,julia-zhou
red flag,mixed,Gagan,Chatha,gagan-chatha
red flag,mixed,Julie,Lee,julie-lee
red flag,mixed,Kevin,Tong,kevin-tong
red flag,mixed,Avery,Lee-Pii,avery-lee-pii
red flag,mixed,Davis,Toth,davis-toth
red flag,mixed,Collefas,Mot,collefas-mot
red flag,mixed,Ellen,Au-Yeung,ellen-au-yeung
red flag,mixed,Peter,Yu,peter-yu
red flag,mixed,Bryn,McColl,bryn-mccoll
red flag,mixed,Zellema,Mot,zellema-mot
red flag,mixed,Miu,Shiraiwa,miu-shiraiwa
red flag,mixed,Sam,Creed,sam-creed
red flag,mixed,Zoe,Luke,zoe-luke
red flag,mixed,Samson,Hoy,samson-hoy
